X1,X2,class
0.112679585855809,0.116195194306776,2
0.134508696142224,0.12451215236298,2
0.108678383645422,0.882929564032463,1
0.108068399558058,0.895865666565171,1
0.108841382329045,0.093456449875604,2
0.110507287457003,0.880100625485806,1
0.112378745955442,0.105807193765338,2
0.07150157484569,0.891081886300059,1
0.0731566239717479,0.100787158745354,2
0.108782231848132,0.105542689282009,2
0.102920423009127,0.106605109612258,2
0.814747930970043,0.482724936911836,NA
0.0989956586517893,0.893686301696932,1
0.105557187832582,0.122564199031958,2
0.115689080844747,0.884752516027344,1
0.102993729074169,0.885941189857238,1
0.117647522409713,0.921337014171974,1
0.0960975018838283,0.0996123125639213,2
0.116224143097255,0.895841218178807,1
0.0895116315872727,0.0990050892143456,2
0.107514174026744,0.0880335077212785,2
0.123785276596795,0.0961993082579634,2
0.113781356833302,0.889318449416144,1
0.113085056608002,0.890387985492838,1
0.109028010527372,0.116852998408098,2
0.112009664953589,0.113057173994554,2
0.141926164738834,0.177415035897866,NA
0.0986276807814604,0.897115504654267,1
0.0983371016689301,0.884569675848035,1
0.102675664422283,0.107473448188779,2
0.0933524555802128,0.880935851492938,1
0.101404842630539,0.873475930648903,1
0.0937677306233332,0.872396116257919,1
0.117199852054666,0.110469781108753,2
0.125809762819905,0.10204464464864,2
0.0945760063221965,0.109075949976402,2
0.119074596050986,0.12080873459286,2
0.10860992582209,0.11075056643273,2
0.102389988707191,0.88840022727545,1
0.126672137564728,0.111670420862713,2
0.111703864749792,0.880589057059742,1
0.116158664864079,0.898123575128992,1
0.13023233297281,0.904029487865046,NA
0.110899479270613,0.898677690970867,1
0.0877549370592368,0.100173419542756,2
0.125337304392582,0.897977555246582,1
0.121854068012343,0.114371821860974,2
0.929801295278594,0.920774526894093,NA
0.114227370856989,0.127213117831735,2
0.984884110977873,0.809983666287735,NA
0.105341953154534,0.0996354158811,2
0.105870054824135,0.111605546334858,2
0.111189561905734,0.865189545941538,1
0.116632142315222,0.893332693128374,1
0.897113369312137,0.938997676363215,NA
0.106172757103291,0.889460813274421,1
0.111654804301326,0.101318198155502,2
0.106761062771205,0.12317027354158,2
0.430749998660758,0.512761157471687,NA
0.105088217987551,0.0993861959535132,2
0.110127704857114,0.88972112238746,1
0.126885126115369,0.880885129291765,1
0.118531286206875,0.890444410621105,1
0.106489566539315,0.898682001505877,1
0.103647738788677,0.0978327966710172,2
0.140529395852428,0.888588487957148,1
0.129609602495891,0.113106872785271,2
0.110196449897453,0.878594007053222,1
0.109797793768987,0.868380687356238,1
0.111042875509023,0.881834281681555,1
0.0934378925399853,0.11741735665213,2
0.120777785642054,0.121856040664666,2
0.111274030387003,0.109627649535843,2
0.600691376486793,0.220512998756021,NA
0.110940282011898,0.877157600665428,1
0.122462495549258,0.883898366982342,1
0.121508218562076,0.87504916600494,1
0.127880212301468,0.883039650456264,1
0.106287371432914,0.103013238738107,2
0.120132400891044,0.87548648610462,1
0.125948022322292,0.109262566516096,2
0.128376062482215,0.873818793659977,1
0.124816934017197,0.124785244170346,2
0.130803083297758,0.114310111324674,2
0.10156921773201,0.109149929906197,2
0.102908500513118,0.88187292086504,1
0.102030396383586,0.124510357534976,2
0.117704782511356,0.881178011347323,1
0.118964911065916,0.124528498965949,2
0.125298288999859,0.877527537993481,1
0.650579283479601,0.396212119609118,NA
0.127879484688715,0.881758130744996,1
0.126998088025346,0.875357249895935,1
0.11467278907529,0.11953266838742,2
0.129590876195005,0.128756159533034,2
0.127488635975174,0.126663175790207,2
0.118022974433312,0.122351549737536,2
0.125369880645583,0.121595921975574,2
0.129261810159799,0.126188518647544,2
0.129426518241689,0.891964304739211,1
0.115357530193409,0.868352195230223,1
0.72962495079264,0.360646416433156,NA
0.119258435700979,0.891209416350936,1
0.122642524803487,0.122702010798719,2
0.111311563369844,0.885391337589143,1
0.708295251009986,0.371436103945598,NA
0.142393435097191,0.129192745917503,2
0.120340282827708,0.113669351416402,2
0.114657612002899,0.876380313349679,1
0.138275528911469,0.111648257410496,2
0.134623518076632,0.128842708962831,2
0.130429722928309,0.128707990241295,2
0.115676988139822,0.110950089971045,2
0.126369654774728,0.87236121156036,1
0.129317317970812,0.87883970647921,1
0.150433893355761,0.123823012168697,2
0.130365583582855,0.125276743760067,2
0.127760732478305,0.873991703120981,1
0.130426462713195,0.134862281094606,2
0.117063898188594,0.133306368487016,2
0.132972607883577,0.132907834686909,2
0.117608475148579,0.876747621525804,1
0.801565386587754,0.282201553927734,NA
0.10680061798196,0.862957396644741,1
0.122578603967388,0.896885330667299,1
0.131832965528135,0.123888570387767,2
0.133667010008716,0.127596546877206,2
0.117115791134013,0.876685779582397,1
0.123229744067305,0.896282460567998,1
0.101153855246866,0.135476551008484,2
0.0966531644282278,0.12000043659706,2
0.129756933817877,0.894417695740914,1
0.415854058694094,0.524694904219359,NA
0.136800301949282,0.889502597215046,1
0.133455602147588,0.888626636466991,1
0.113482179914199,0.8605355412427,1
0.800462375395,0.999620031798258,NA
0.12196293779236,0.131118741017326,2
0.17811604985036,0.113342833239585,NA
0.114818712598124,0.867878560569617,1
0.14103487798961,0.13615775451756,2
0.124860038089454,0.124970748854855,2
0.132989729489542,0.130228842349809,2
0.12139825998988,0.126521048543497,2
0.127059356729057,0.138921085382197,2
0.121162724021334,0.865852054616856,1
0.111490964470955,0.11378781695993,2
0.125076883911847,0.12256147271724,2
0.128735855242122,0.871681615722981,1
0.13108341377394,0.858199286284259,1
0.131031806802342,0.883817041124883,1
0.124171115562426,0.121897291121003,2
0.132040027930719,0.883072222058092,1
0.133302450724339,0.132763725107751,2
0.120755878042752,0.879953253932763,1
0.13740431349501,0.131323048965031,2
0.131532406545549,0.868845272674009,1
0.133017177052176,0.870749450723502,1
0.130595140012386,0.877222952365768,1
0.119300992425351,0.122145214384154,2
0.12862559689888,0.133324069060014,2
0.129722081509043,0.110667974381651,2
0.143813512053251,0.120564405569651,2
0.122192807501859,0.878749856327783,1
0.139303943236665,0.136097686701242,2
0.134227859451084,0.122990037760175,2
0.126750698717497,0.14278460755556,2
0.122367694744852,0.12197243058368,2
0.128720337506266,0.896567757684573,1
0.125212264946818,0.879507800179066,1
0.13791146754508,0.865584023699285,1
0.0201645316556096,0.578813650412485,NA
0.114812101582469,0.118372469741817,2
0.134933744510747,0.866000299925727,1
0.125293834971354,0.87534172286594,1
0.110414578963593,0.856885290250335,1
0.126686458529165,0.881666988087722,1
0.307424937840551,0.205630819080397,NA
0.139922096853188,0.87301728940319,1
0.140518848565453,0.131135378672092,2
0.124998662014441,0.152415995720125,2
0.649483355460688,0.0695891582872719,NA
0.120404215916987,0.874826031876895,1
0.141242501645127,0.85750911440338,1
0.117233222341459,0.867383210616898,1
0.140909618004271,0.132980489698361,2
0.129481925831575,0.856106217393302,1
0.142250543145147,0.858603478644576,1
0.1235131593025,0.878295242299645,1
0.125661994350746,0.859552018617436,1
0.133277709753189,0.887684795988781,1
0.131907250486818,0.855147164044986,1
0.13584492810125,0.124717735303516,2
0.141614581704885,0.861459201828875,1
0.135621204953195,0.871583927317853,1
0.132059918424861,0.872512780299804,1
0.137829672072427,0.128825047280511,2
0.148773502592824,0.836971081521156,1
0.139165312892977,0.132235949423942,2
0.140010718361562,0.865169785307819,1
0.143645363152305,0.123698975264266,2
0.13664315670755,0.153012597453627,2
0.134649070548656,0.13550213170693,2
0.134631937153991,0.131206829772926,2
0.153401437850687,0.88979356255586,1
0.145356087216106,0.141153880247842,2
0.149902821509209,0.870183634219693,1
0.146722447213837,0.861180555898123,1
0.149883493582645,0.129147584908801,2
0.753996738698334,0.402587358374149,NA
0.144837889644391,0.873279021284315,1
0.127918505858083,0.132785425340583,2
0.138795283090423,0.86078126377409,1
0.129771060691794,0.855828824342626,1
0.128279910419028,0.138231344451313,2
0.134808687847211,0.882487809098559,1
0.146890224149886,0.862308572002604,1
0.124265241205751,0.871756889122098,1
0.138597170416948,0.142691429884906,2
0.370023288065568,0.898743754485622,NA
0.141223341530334,0.147780494315014,2
0.144112349205747,0.164995687023984,2
0.141077019050755,0.863473205998358,1
0.146583269963838,0.864746855484352,1
0.397082395385951,0.309760469477624,NA
0.565251751802862,0.648259906098247,NA
0.140118268611681,0.87304888720568,1
0.848323909100145,0.0683666041586548,NA
0.145136117529437,0.133544163488726,2
0.144935856525291,0.860466628398206,1
0.122421168311996,0.132913156276683,2
0.144547966595564,0.861995765605699,1
0.12019150432266,0.137523790466828,2
0.628918684786186,0.463445260189474,NA
0.231314213015139,0.694716851925477,NA
0.146057763283599,0.133280479812475,2
0.141505983497193,0.88510736900663,1
0.136241249943142,0.130631300538909,2
0.137638893875699,0.864070102922363,1
0.892765268217772,0.714904872234911,NA
0.158763126745337,0.155551112407453,2
0.128341131433773,0.848792714793119,1
0.125859298547314,0.860621514038047,1
0.145453823551306,0.870048837501792,1
0.140086350768399,0.139355065420754,2
0.141273200115464,0.870265312531191,1
0.134302983829609,0.132898408528617,2
0.161690115096309,0.857982499575941,1
0.149500023333507,0.140897944756321,2
0.141128240911646,0.858374988010035,1
0.140228884022812,0.864534509322938,1
0.140437870696081,0.142259349351334,2
0.151388842952075,0.86972643081275,1
0.134278532495932,0.866459212604465,1
0.526007605018094,0.997512588975951,NA
0.135916029671143,0.146948958564255,2
0.136202898822723,0.859424680030029,1
0.141503089708704,0.884657404056178,1
0.124638211855883,0.831769605381364,1
0.145441634996623,0.857313366761049,1
0.117705403030876,0.854755724976626,1
0.128459715496568,0.845769220238106,1
0.145823291277764,0.856997590137375,1
0.165164202487124,0.856192505435787,1
0.140619071127682,0.870699724705955,1
0.142739952259281,0.872268058719073,1
0.150146715688036,0.86104898285376,1
0.136550502058831,0.855009448676266,1
0.149729386500743,0.134325542810436,2
0.122492057695038,0.147536263760004,2
0.152699259198036,0.858093426934779,1
0.152708909400536,0.154633096617389,2
0.139275806583507,0.853583103324069,1
0.130194984485372,0.845494674990387,1
0.142884800168667,0.137545307850968,2
0.151389681600449,0.153320065204373,2
0.13360359772389,0.133253920540916,2
0.147122948068711,0.858092403811179,1
0.139692334187584,0.166593953526763,2
0.453559779794887,0.430887502850965,NA
0.140715522232401,0.838239717160804,1
0.139623382372204,0.860119552155731,1
0.135709934547392,0.835878825389483,1
0.15597560896821,0.858660061540494,1
0.163021530802324,0.15291185949723,2
0.145197064027769,0.843700498700636,1
0.174408409340238,0.155522627090267,2
0.163241721605663,0.138981133866859,2
0.156076147411664,0.859044454584459,1
0.15834620345142,0.851126832058861,1
0.150198677826993,0.852696071926415,1
0.137462770001841,0.158209882366098,2
0.143902924392121,0.146038665895786,2
0.150181636597523,0.828148593115194,1
0.146353634518529,0.837354096648752,1
0.149649246340785,0.849186161730108,1
0.240135750267655,0.171132338466123,NA
0.162719359906905,0.857974272980459,1
0.692840047646314,0.347782273078337,NA
0.138975165251136,0.165182313083964,2
0.141912828356562,0.859693095774199,1
0.155930798962841,0.149518504484826,2
0.159904867932255,0.855783524072186,1
0.146817049642427,0.866975762137875,1
0.15409269429002,0.144389238851409,2
0.456697086803615,0.943033566465601,NA
0.160185508193681,0.140795222813485,2
0.178542783873781,0.162009657110856,2
0.147023525352886,0.855337483111475,1
0.149535381645446,0.840438394419448,1
0.150727252920531,0.135111566847323,2
0.172705926799313,0.86328013691121,1
0.154825866904274,0.845087407942281,1
0.163348197231761,0.151413110690154,2
0.159235067880486,0.150163549023079,2
0.153372644521057,0.155929499689452,2
0.163257532610931,0.830736638326391,1
0.15657241663867,0.830143153189341,1
0.171070327906307,0.835202790388684,1
0.130954787480532,0.14840104595385,2
0.158881835207256,0.838700141483205,1
0.139094962839163,0.849759907637591,1
0.680828555254266,0.0278695486485958,NA
0.160311478674559,0.839339750256399,1
0.151819251102405,0.137059861117235,2
0.384037481620908,0.126301256706938,NA
0.158690356884252,0.147554158422393,2
0.158082804334366,0.847275964696729,1
0.148682163296677,0.847312064242681,1
0.150939000143713,0.860714686099563,1
0.163059873571267,0.155698157813199,2
0.159840833695412,0.145632759061041,2
0.140672663113324,0.142963016247488,2
0.138214702631985,0.159568754421731,2
0.0548628256656229,0.558276386698708,NA
0.171943645199483,0.842863073642042,1
0.146239877969847,0.144279074244132,2
0.161060468432364,0.835777978665932,1
0.156435110567308,0.826208230213886,1
0.48471086518839,0.164866406936198,NA
0.16350326308917,0.845838949162207,1
0.146503188997235,0.156076777929842,2
0.811286935349926,0.231429081875831,NA
0.168844491273284,0.15878699886995,2
0.14451810461469,0.00657827593386173,NA
0.159649275183834,0.82982593008902,1
0.157577418592296,0.151846278655539,2
0.148403097638892,0.848153459498679,1
0.159218476436461,0.863655486352491,1
0.428522724891081,0.0055599007755518,NA
0.16459144752637,0.161378608552463,2
0.153983443489898,0.848970349636986,1
0.151359354117616,0.855725560124145,1
0.161163424970468,0.154077782318562,2
0.464458579197526,0.386528812581673,NA
0.146393790318442,0.169586741889362,2
0.162437126028696,0.149432464104312,2
0.155438533324835,0.149210710077105,2
0.158587690460124,0.152973412850143,2
0.181428773365926,0.170159985344971,2
0.156859126401014,0.140436132656972,2
0.141604718395812,0.164028606532797,2
0.149185531326527,0.153273460703045,2
0.134774393965467,0.13737723511894,2
0.151983384776127,0.837363952300214,1
0.0706530138850212,0.493099594255909,NA
0.171388262148037,0.165436453133984,2
0.147974540198843,0.849266600446315,1
0.150175647774758,0.172295273453485,2
0.154768560029379,0.842646201028674,1
0.158329160742024,0.849019335610985,1
0.158022526232909,0.166569803212616,2
0.150221676393474,0.150096098805231,2
0.171822882746041,0.141861317118764,2
0.162865507996766,0.84755163976637,1
0.163439929458112,0.150289214986253,2
0.161044400133975,0.175224562711282,2
0.161058722051605,0.827183556068815,1
0.157259977488073,0.152478051118252,2
0.154697352959071,0.163325649864691,2
0.152112838457287,0.167658914975798,2
0.191593424390721,0.827469242061818,1
0.322902677813545,0.23077453346923,NA
0.352654619375244,0.948603007709607,NA
0.160663639597939,0.838917233518704,1
0.155251692018053,0.155645558014627,2
0.1691192368052,0.838446716644038,1
0.162721780981816,0.846223098888493,1
0.156518772620888,0.175908707280882,2
0.142835539340395,0.835914805944604,1
0.164225855827014,0.167273765652844,2
0.159339263141895,0.156675621490874,2
0.168509591284457,0.846456648339164,1
0.160828376053331,0.840300855203362,1
0.174492411854469,0.818628259890669,1
0.165459989095743,0.831308491118189,1
0.176935882938037,0.842172920591209,1
0.160795414309285,0.164110313312701,2
0.179258615326266,0.14175639993537,2
0.161924561391402,0.851236895163299,1
0.174195943107688,0.166090973990638,2
0.168544035894007,0.175438902034905,2
0.16033910923638,0.834602032131326,1
0.165973533696372,0.830576101650309,1
0.160234476083983,0.155102615865573,2
0.161641371515438,0.834968145082547,1
0.163812731112822,0.165358951557252,2
0.164532414309509,0.853171172083409,1
0.172819714140005,0.83674637726566,1
0.165488845796488,0.157857708785794,2
0.172317535014943,0.171159674733797,2
0.176998289581686,0.163256823034343,2
0.167824261685103,0.82621014328492,1
0.462358029326424,0.272143770707771,NA
0.151273416177685,0.148113760413582,2
0.168687515863633,0.805086264103802,1
0.178055829755603,0.150912219108117,2
0.178595054791524,0.841480681804374,1
0.161730438155975,0.818880820660292,1
0.172488937941548,0.15348945086669,2
0.17964084496689,0.162586027008757,2
0.161326253347991,0.830045912930185,1
0.160763906735153,0.834664903970522,1
0.145107384895094,0.160063677506467,2
0.177579634769495,0.169752755522515,2
0.149930454168096,0.83028167792865,1
0.173308736814142,0.163910381096538,2
0.167841475926018,0.832048442829573,1
0.157840941717571,0.176768326659032,2
0.0464178565889597,0.273509784834459,NA
0.17433302445935,0.815773197479016,1
0.170122447653962,0.829268539551885,1
0.72295458544977,0.852811659220606,NA
0.173812065525385,0.84008371254145,1
0.154536721064771,0.832922829701445,1
0.168818114095025,0.82823897968267,1
0.162272713691579,0.839865819707367,1
0.185277865467793,0.825496099601486,1
0.167322408903487,0.826015875352003,1
0.174443480866065,0.178192402068546,2
0.179074667304188,0.166377348442505,2
0.174018969488531,0.184128453598327,2
0.986922554671764,0.200110366567969,NA
0.362154338043183,0.424912162357941,NA
0.819497748278081,0.0881530724000186,NA
0.172582061162407,0.819530302690331,1
0.163716789386609,0.163016935882954,2
0.161358581054125,0.825055854946464,1
0.18691701246423,0.181767196005713,2
0.17832179344307,0.177969258266194,2
0.164476972194827,0.15390443149631,2
0.181743548227727,0.829649363265777,1
0.183448735784313,0.182217819974638,2
0.940706415334716,0.292156643234193,NA
0.18225978425967,0.175027128147325,2
0.167880950498077,0.1797577463246,2
0.180788825399483,0.818093266120847,1
0.164066962076315,0.179138909659855,2
0.170841552826937,0.179106405464883,2
0.171601639567728,0.83341023788912,1
0.183078596529087,0.177850477280016,2
0.161339338134881,0.841806898082421,1
0.165022952649213,0.156518544604248,2
0.17798730406616,0.171344151032417,2
0.158489047710802,0.176005147859452,2
0.15193344681238,0.180132468318423,2
0.190580530681546,0.826625066914183,1
0.177938044197342,0.168935170358014,2
0.164280143314558,0.191079213417112,2
0.176312470750468,0.171618017047289,2
0.172568083617685,0.160319632428817,2
0.165913225565627,0.812478906836291,1
0.185267836369623,0.833515167980043,1
0.660366006894037,0.095700237667188,NA
0.157504932206958,0.816389590690198,1
0.185382967625266,0.164704270787976,2
0.15301077720989,0.840895750514109,1
0.15614116500286,0.164602423295119,2
0.165840734445115,0.181173524554514,2
0.170715571888838,0.183277940526178,2
0.863217966398224,0.285458370111883,NA
0.645055904518813,0.734686857555062,NA
0.191681916108592,0.196359026792091,2
0.174839457466475,0.811338906114866,1
0.182585049897004,0.16777059952419,2
0.183219958772988,0.823832939905784,1
0.754157438874245,0.809195554582402,NA
0.177543295494984,0.807109534274136,1
0.171768519862377,0.181715582697598,2
0.190376675354262,0.178808314388115,2
0.176134608816274,0.837453265731666,1
0.170219860969048,0.822081238390931,1
0.0512479636818171,0.0720744507852942,NA
0.172487299892445,0.825371568282464,1
0.170072679302531,0.82656353641152,1
0.174708027807526,0.842218830773741,1
0.171956244740837,0.819042544592518,1
